lobbyist,year,years_active,name,gov_pos_dum,gov_pos_name,member_of_cong,cand_id,reg_is_firm,value,log_value,shannon_entropy,avg_value,all_shannon_entropy
"           Disclosure of Contract – Class 1 Contract
",1,1294, Our Community," PO Box 354, North Melbourne VIC 3051",N/A, 16 September 2013,"Three years, with the option of an extension of two years and another; one year after",Electronic Grants and Sponsorships Management System,$164 073.00exgst,N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   Compliance with Functional Requirements (refer to Volume 2 – Part 1); -   Compliance with Non-Functional Requirements (refer to Volume 2 – Part 2); -   Enabling City of Sydney to meet its obligations under the State Records Act; -   Previous work experience; -   The lump sum price and schedule of rates; -   Financial stability and financial position of the tenderer; -   Demonstrated capacity, technical and managerial capabilities to deliver and; support the required solution",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1295, Reino International Pty Ltd trading as Duncan Solutions," 15/39 Herbet Street, St Leonards NSW 2065",N/A, 13 May 2013, 15 Weeks,"Supply, Installation and Maintenance of Parking Ticket Machines","$3,148,800.00exgst",N/A,N/A,Open Tender; Tender evaluation criteria included:; -   The schedule of prices; -   Compliance with technical specifications/Technical assessment; -   Operational Plan including maintenance procedures; -   Transition in/out plans; -   Demonstrated experience in works and services of a similar nature and; quality; -   Adequate resources and personnel to fulfil requirements of the contract; including subcontractors; -   Data Management Procedures and reporting capabilities; -   Proposed installation plan including Pedestrian & Traffic Management; -   Environmental Management; -   Work Health & Safety; -   Financial and commercial trading integrity/insurances,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 2 Contract
",2,1296, Freyssinet Pty Ltd," PO Box 2004, North Ryde NSW 1670",N/A,21 August 2013,Not Found,Moore Park Gardens Pedestrian Bridge,"$310,592.00exgst plus Schedule of Rates",N/A,N/A,"Open Tender which at Council meeting dated 25 March 2013, decided to reject all; tenders and negotiate, with final approval dated 21 August 2013 by the CEO; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and Schedule of Rates; -   Company Profile, Professional Work-Experience, Current Commitment; -   Specified Personnel and Sub Contractors; -   Proposed Program, Methodology and Details of Materials; -   Proposed Schedule for Site Amenities, Proposed Schedule for Plant and; Equipment; -   Environmental Management; -   Traffic Management",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"           Disclosure of Contract – Class 1 Contract
",1,1297, Civil Works NSW Pty Ltd," PO Box 464, Croydon Park NSW 2133",NA, Monday 25 March 2013, March 2013 – June 2013,Glebe Foreshore Seawall Repairs,"$267,400.00exgst",NA,NA,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 2 Contract
",2,1298, Ford Civil Contracting Pty Ltd," PO Box 26, Arncliffe NSW 2205",N/A,24/6/2013,Duration of two years,Cleveland Street Streetscape Improvements – Stage 2 & 3 (Reject & Negotiate; Stage),"Stage 2 - $1,438,110.00exgst; Stage 3 – Schedule of Rates",N/A,N/A,"Open Tender, which at council meeting 25th February 2013 decided to reject all; tender offers and negotiate with suitably qualified contractors, followed by; approval of the Chief Executive Officer on 24th June 2013; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; including insurances; -   Lump price and schedule of rates; -   Demonstrated capacity and technical ability of proposed personnel and; subcontractors to carry out the work under the contract including community; liaison; -   Demonstrated experience in similar projects; -   Capacity to achieve the required project program; -   The proposed methodology including environmental management and; pedestrian and traffic management; -   Demonstrated capacity to fulfil the WHS requirement of the project",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"           Disclosure of Contract – Class 1 Contract
",1,1299, AECOM Australia Pty Ltd," Level 8, 540 Wickham Street, Fortitude Valley, Brisbane QLD 4006",N/A, 29 April 2013, 6 Months,Green Square Town Centre – Design and Delivery of essential infrastructure &; Public Domain,"$3,800,000.00ex gst",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   Lump Sum price; -   Relevant experience through demonstrated expertise in the following criteria:; Performing the role of Head Consultant, leading and coordinating teams of; sub-consultants on major subdivision/ civil/ services projects; -   Relevant experience through demonstrated expertise in the following criteria:; Designing and delivering a high quality public domain precincts in major; metropolitan cities; -   Relevant experience through demonstrated expertise in the following criteria:; Complex delivery planning and development of scoping strategies for large,; multiple stage projects; -   Relevant experience through demonstrated expertise in the following criteria:; Coordinating and integrating services delivery across large, multiple stage; projects; -   Proposed approach & methodology demonstrated through: Understanding of; project requirements and a clear overall vision; -   Proposed approach & methodology demonstrated through: A considered; approach to the management, coordination and delivery of the project; -   Proposed approach & methodology demonstrated through: A proposed; system of accountability and quality assurance; -   Proposed approach & methodology demonstrated through: Ability to manage; risks; -   Proposed approach & methodology demonstrated through: Detailed program; depicting understanding of tasks and demonstrating a well-considered; staged delivery approach; -   Proposed approach & methodology demonstrated through: Additional or; distinguishing services in the offer and their benefit to the project; -   Project Team and Sub-Consultants: Project team and structure with, clearly; defined roles; -   Project Team and Sub-Consultants: Complete range of expertise provided to; meet project requirements; -   Project Team and Sub-Consultants: Capacity, technical ability and systems; to coordinate multidisciplinary consultant teams and maintain continuity; -   Project Team and Sub-Consultants: Balanced allocation of resources for all; disciplines to deliver overall best quality design for all elements; -   Assumptions & Conditions: No or low quantum of undue assumptions and; qualifications; -   Environmental Management; -   Workplace Health & Safety; -   Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1301, Luhrmann Environment Managment," PO Box 93, Pennant Hills, NSW 1715",N/A, 24 June 2013, July 2013 – July 2016 with the option of extension of two years,Property Landscaping and gardening services,"$267,454.00exgst",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   The lump sum price and schedule of prices; -   Work experience including current commitments and company profile; -   Specified personnel, sub-contractors and suppliers; -   Proposed maintenance plan; -   The proposed quality and operations plan; -   Environmental management; -   Demonstrated capacity to fulfil the WHS of the contract; -   Financial stability and financial position of the tenderer",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1302, ThyssenKrupp Elevator," 18 Huntley Street, Alexandria, Sydney, NSW 2015",N/A, 26 August 2013," Three years, with the option of two one year extensions",Comprehensive and Reactive maintenance of vertical transport (Lifts and; Escalators) Option A,"$1,771,552.55exgst + CPI + Schedule of Rates",N/A,N/A,Open Tender; Tender Evaluation criteria included:; -   Relevant work experience of the head contractor and any sub-contractor; -   Allocation of specified personnel and sub-contractors to the contract; including current commitments; -   Proposed Quality and Operation Plans including warranties; -   Environmental Management; -   Demonstrated capacity to fulfil the Work Health and Safety of the project; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1302, ThyssenKrupp Elevator," 18 Huntley Street, Alexandria NSW 2015",N/A, 26 August 2013, 18 months,Comprehensive and Reactive Maintenance of Vertical Transport (Lifts and; Escalators) & the Design & Construct of 9 Lift Upgrades Option B,"$1,357,700.00exgst",N/A,N/A,"Open Tender; Tender evaluation criteria for Option B included:; -   Relevant work experience of the head contractor and any sub-contractor; -   Allocation of specified personnel and sub-contractors to the contract; including current commitments; -   Proposed program for the capital works upgrade; -   Proposed methodology including plant & equipment, materials and; warranties; -   Environmental Management; -   Demonstrated capacity to fulfil the Work Health & Safety requirements of the; project; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1303, AJ Bristow Pty Ltd," 8 Odette Road, Dural, NSW 2158",NA, Monday 25 March 2013, March 2013 – June 2013,Haymarket Library Internal Upgrade Works,"$274,358.00exgst",NA,NA,Open Tender; Tender evaluation criteria included:; -    Experience in the refurbishment of heritage buildings in CBD environments; including limited access and storage; -    Resourcing and capacity to carry out the work including subcontractors; -    Programme of works including meeting the specific timeframe and details of; long lead times; -    Methodology; -    WHS; -    Financial and commercial trading integrity including insurances,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1305, Traditional Stonemasonry," 2-10 Victoria Street, East Lidcombe, NSW 2141",NA, Monday 25 March 2013, March 2013 – October 2013,Glebe War Memorial Conservation Works – Foley Park,"$152,694.00",NA,NA,"Open Tender; Tender evaluation criteria included:; -    Demonstrated capacity and technical ability to carry out the work under the; contract, including the ability to manage sub-contractors with the fabrication; of heritage and bespoke items such as stone masonry, wrought iron work,; plasterwork, brick laying, roofing, marble sculpting, gliding, and concrete; work; -    Capacity to achieve the required project program; -    Demonstrated managerial capability, qualifications, experience and number; of personnel; -    The proposed methodology and environmental management; -    Occupational Health & Safety; -    Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1306, CA & I Pty Ltd," 10 Regent Street, Chippendale NSW 2008",N/A, 13 May 2013, May 2013 – Late 2014,George Street Redfern Cycleway Package 2A,"$3,896,915.00exgst",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   The lump sum price and schedule of prices; -   Demonstrated organisational capacity, technical ability, previous experience; on similar sized projects, to carry out the work under the contract; -   Demonstrated project team skills managerial capability, qualifications,; experience and number of personnel, allocated site resources and; subcontractors; -   Site amenities, allocated plant and equipment and materials (including green; surface coating system); -   The proposed construction methodology and programme including staging; and traffic management plans, and Environmental requirements of the; project; -   Workplace Health & Safety System; -   Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1306, Celtic Civil," PO Box 1032, Burwood NSW 2134",N/A, 13 May 2013, May 2013 – Late 2014,George Street Redfern Cycleway Package 2B,"$2,620,189.00EXGST",N/A,N/A,"Open Tender; Tender evaluation criteria included:; -   The lump sum price and schedule of prices; -   Demonstrated organisational capacity, technical ability, previous experience; on similar sized projects, to carry out the work under the contract; -   Demonstrated project team skills managerial capability, qualifications,; experience and number of personnel, allocated site resources and; subcontractors; -   Site amenities, allocated plant and equipment and materials (including green; surface coating system); -   The proposed construction methodology and programme including staging; and traffic management plans, and Environmental requirements of the; project; -   Workplace Health & Safety System; -   Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, Admire Workplace Safety," PO Box 568, Moss Vale, NSW 2577",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,Work Health and Safety Training – Working at Heights,Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, Affirm Training trading as Australian Concert and Entertainment Security,"Pty Ltd;  79-81 Regent Street, Redfern NSW 2016",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,"Work Health and Safety Training – Manual Handling, Traffic Control – Blue,; Traffic Control – Orange, Traffic Control – Red, Traffic Control – Yellow",Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, IOH Injury & Occupational Health," 32 Swan Street, Wollongong NSW 2500",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,Work Health and Safety Training – Confined Spaces,Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, Karen Armstrong’s Safety Strategies," 38A Benelong Road, Cremorne NSW 2090",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,Work Health and Safety Training – Workplace Violence Prevention,Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, Parasol EMT Pty Limited," Unit 17, Molonglo Mall, Fyshwick ACT 2609",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,Work Health and Safety Training – Fire Extinguisher,Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, The Pillipa Wilson and Frank Cavallaro Family Trust trading as Premium,"Health;  PO Box 142, St Kilda NSW 3182",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,"Work Health and Safety Training – Anaphylaxis Management, Asthma; Management",Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, Risk Exec Pty Ltd," Suite 4, 22-4 Fetherstone Street, Bankstown NSW 2200",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,"Work Health and Safety Training – Contractor Safety, Incident Investigation,; Permit to Work, Safety Awareness and WHS for managers and supervisors, WHS; Risk Assessment, Hazardous Chemicals, Needle Stick Injury Prevention,; Workplace Noise Awareness, General Construction Induction Card.",Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, Tafe NSW National Business," Locked Bag 53, Darlinghurst NSW 1300",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,Work Health and Safety Training – Workplace Assessor,Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1307, Vital First Aid," PO Box 6136, Gosford West NSW 2250",N/A, 13 May 2013,May 2013 - May 2018 with an option of a two year extension at the; discretion of the Council,Work Health and Safety Training – First Aid,Schedule of Rates,N/A,N/A,Open Tender; Tender evaluation criteria included:; -   Financial stability and financial position of the tenderer; -   The lump sum price and schedule of prices; -   Experience in services of a similar nature including references; -   Expertise of specified personnel for specific modules; -   Proposed program for delivery,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1309, ADEC Preview Solutions Pty Ltd," 13-15 Smith Street, Chatswood, NSW 2067",N/A, 29th July 2013, Three years,Record Digitisation Services – Digitise Archival Photographs,Schedule of Rates,N/A,N/A,"Open Tender; Tender evaluation criteria were as follows:; -    The lump sum price and schedule of prices; -    Previous work experience: Recent successful experience in performing; similar work; - Technical capability: Technical ability to carry out the work; Quality and; operations plan information is complete and indicates competence and; familiarity with works of this type; - Specified personnel: Managerial capability, and experience of personnel,; company profile, subcontractors; - Environmental management; - Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1309, Allvis Pty Ltd t/a Gosford Micrographics," 3 / 12 Bon Mace Close, Berkeley Vale, NSW 2661",N/A, 29th July 2013, Three years,Record Digitisation Services – Bulk Digitisation of Files; Bulk Digitisation of; Plans and Other Specialist Digitisation of Archival Records,Schedule of Rates,N/A,N/A,"Open Tender; Tender evaluation criteria were as follows:; -    The lump sum price and schedule of prices; -    Previous work experience: Recent successful experience in performing; similar work; - Technical capability: Technical ability to carry out the work; Quality and; operations plan information is complete and indicates competence and; familiarity with works of this type; - Specified personnel: Managerial capability, and experience of personnel,; company profile, subcontractors; - Environmental management; - Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1310, Bang the Table Pty Ltd," 354 Fitzroy Street, Fitzroy VIC 3065",N/A, 16 September," Two years, with the option of an extension of one year",Online community engagement platform and support services,"$196,000.00exgst",N/A,N/A,Open Tender; Tender evaluation criteria included:; -   The lump sum price and schedule of prices; -   Compliance with functional requirements; -   Experience in works/ services of a similar nature; -   Allocation of adequate resources: Key personnel/sub-consultants; -   Compliance with non-functional requirements; -   Financial and commercial trading integrity including insurances (Mandatory); -   Program,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 1 Contract
",1,1313, Australian National Couriers," 29 Huntingwood Drive, Huntingwood, NSW, 2148",N/A, 29th July 2013," Three years, with an option to extend for a further two years",Courier and Mail Delivery Services,"$495,930.50 excluding GST (with provision for annual CPI increase) and; Schedule of Rates",N/A,N/A,"Open Tender; Tender evaluation criteria were as follows:; - The schedule of prices; - Previous work experience, current commitments and company profile; - Specified personnel; - Proposed transport; - Environmental management; - Quality and operations plan; - Work health and safety; - Financial and commercial trading integrity including insurances",Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found,Not found
"           Disclosure of Contract – Class 3 Contract
",N/A,1314, Citywide Service Solutions Pty Ltd," Level 1, 150 Jolimont Rd, East Melbourne, VIC, 3002",NA, 29th July 2013," Three years, with an option to extend by a further two years",Parks and Open Space Maintenance,"$26,114,831.65 excluding GST (with a provision for annual CPI increases)",NA,NA,Open Tender; Tender evaluation criteria were as follows:; -    The lump sum price and schedule of rates; -    Financial and commercial trading integrity including insurances; -    Experience in works and services of a similar nature; - Resource numbers; - Specified personnel; - Quality and operation plans; - Transition plan; - Environmental management; - CAMS integration; - Work health and safety,NA,NA,NA,NA,NA,NA,NA,NA,NA
